raceId,driverId,lap,position_x,time,milliseconds,year,round,circuitId,name,position_y,grid,constructorId,statusId,status,code,Driver,LapNumber,Compound,TyreLife,FreshTyre,Stint,AirTemp,TrackTemp,Humidity,Pressure,Rainfall,WindSpeed,WindDirection
"1052","1","40","1",1:34.890,"94890","2021","1","3",Bahrain International Circuit,2,"2","131","1",Finished,HAM,HAM,"40",HARD,12,"1",3,20.5,27.6,54.6,1014.9,0,0.9,11
"1052","1","41","1",1:34.334,"94334","2021","1","3",Bahrain International Circuit,2,"2","131","1",Finished,HAM,HAM,"41",HARD,13,"1",3,20.5,27.6,54.6,1014.9,0,0.9,11
"1052","1","42","1",1:34.199,"94199","2021","1","3",Bahrain International Circuit,2,"2","131","1",Finished,HAM,HAM,"42",HARD,14,"1",3,20.5,27.6,54.6,1014.9,0,0.9,11
"1052","1","43","1",1:34.163,"94163","2021","1","3",Bahrain International Circuit,2,"2","131","1",Finished,HAM,HAM,"43",HARD,15,"1",3,20.5,27.6,54.6,1014.9,0,0.9,11
"1052","1","44","1",1:34.015,"94015","2021","1","3",Bahrain International Circuit,2,"2","131","1",Finished,HAM,HAM,"44",HARD,16,"1",3,20.5,27.6,54.6,1014.9,0,0.9,11
"1052","1","45","1",1:34.583,"94583","2021","1","3",Bahrain International Circuit,2,"2","131","1",Finished,HAM,HAM,"45",HARD,17,"1",3,20.5,27.6,54.6,1014.9,0,0.9,11
"1052","1","46","1",1:34.492,"94492","2021","1","3",Bahrain International Circuit,2,"2","131","1",Finished,HAM,HAM,"46",HARD,18,"1",3,20.5,27.6,54.6,1014.9,0,0.9,11
"1052","1","47","1",1:34.591,"94591","2021","1","3",Bahrain International Circuit,2,"2","131","1",Finished,HAM,HAM,"47",HARD,19,"1",3,20.5,27.6,54.6,1014.9,0,0.9,11
"1052","1","48","1",1:34.167,"94167","2021","1","3",Bahrain International Circuit,2,"2","131","1",Finished,HAM,HAM,"48",HARD,20,"1",3,20.5,27.6,54.6,1014.9,0,0.9,11
"1052","1","49","1",1:34.136,"94136","2021","1","3",Bahrain International Circuit,2,"2","131","1",Finished,HAM,HAM,"49",HARD,21,"1",3,20.5,27.6,54.6,1014.9,0,0.9,11
"1052","1","50","1",1:34.354,"94354","2021","1","3",Bahrain International Circuit,2,"2","131","1",Finished,HAM,HAM,"50",HARD,22,"1",3,20.5,27.6,54.6,1014.9,0,0.9,11
"1052","1","51","1",1:34.579,"94579","2021","1","3",Bahrain International Circuit,2,"2","131","1",Finished,HAM,HAM,"51",HARD,23,"1",3,20.5,27.6,54.6,1014.9,0,0.9,11
"1052","1","52","1",1:34.939,"94939","2021","1","3",Bahrain International Circuit,2,"2","131","1",Finished,HAM,HAM,"52",HARD,24,"1",3,20.5,27.6,54.6,1014.9,0,0.9,11
"1052","1","53","1",1:36.155,"96155","2021","1","3",Bahrain International Circuit,2,"2","131","1",Finished,HAM,HAM,"53",HARD,25,"1",3,20.5,27.6,54.6,1014.9,0,0.9,11
"1052","1","54","1",1:34.814,"94814","2021","1","3",Bahrain International Circuit,2,"2","131","1",Finished,HAM,HAM,"54",HARD,26,"1",3,20.5,27.6,54.6,1014.9,0,0.9,11
"1052","1","55","1",1:34.706,"94706","2021","1","3",Bahrain International Circuit,2,"2","131","1",Finished,HAM,HAM,"55",HARD,27,"1",3,20.5,27.6,54.6,1014.9,0,0.9,11
"1052","1","56","1",1:34.918,"94918","2021","1","3",Bahrain International Circuit,2,"2","131","1",Finished,HAM,HAM,"56",HARD,28,"1",3,20.5,27.6,54.6,1014.9,0,0.9,11
"1052","844","1","3",2:02.698,"122698","2021","1","3",Bahrain International Circuit,4,"4","6","1",Finished,LEC,LEC,"1",SOFT,4,"0",1,20.5,27.6,54.6,1014.9,0,0.9,11
"1052","844","2","3",2:21.183,"141183","2021","1","3",Bahrain International Circuit,4,"4","6","1",Finished,LEC,LEC,"2",SOFT,5,"0",1,20.5,27.6,54.6,1014.9,0,0.9,11
"1052","844","3","3",2:35.188,"155188","2021","1","3",Bahrain International Circuit,4,"4","6","1",Finished,LEC,LEC,"3",SOFT,6,"0",1,20.5,27.6,54.6,1014.9,0,0.9,11
"1052","844","4","3",1:46.103,"106103","2021","1","3",Bahrain International Circuit,4,"4","6","1",Finished,LEC,LEC,"4",SOFT,7,"0",1,20.5,27.6,54.6,1014.9,0,0.9,11
"1052","844","5","3",1:45.543,"105543","2021","1","3",Bahrain International Circuit,4,"4","6","1",Finished,LEC,LEC,"5",SOFT,8,"0",1,20.5,27.6,54.6,1014.9,0,0.9,11
"1052","844","6","4",1:38.294,"98294","2021","1","3",Bahrain International Circuit,4,"4","6","1",Finished,LEC,LEC,"6",SOFT,9,"0",1,20.5,27.6,54.6,1014.9,0,0.9,11
"1052","844","7","4",1:37.148,"97148","2021","1","3",Bahrain International Circuit,4,"4","6","1",Finished,LEC,LEC,"7",SOFT,10,"0",1,20.5,27.6,54.6,1014.9,0,0.9,11
"1052","844","8","4",1:37.886,"97886","2021","1","3",Bahrain International Circuit,4,"4","6","1",Finished,LEC,LEC,"8",SOFT,11,"0",1,20.5,27.6,54.6,1014.9,0,0.9,11
"1052","844","9","5",1:38.667,"98667","2021","1","3",Bahrain International Circuit,4,"4","6","1",Finished,LEC,LEC,"9",SOFT,12,"0",1,20.5,27.6,54.6,1014.9,0,0.9,11
"1052","844","10","5",1:37.518,"97518","2021","1","3",Bahrain International Circuit,4,"4","6","1",Finished,LEC,LEC,"10",SOFT,13,"0",1,20.5,27.6,54.6,1014.9,0,0.9,11
"1052","844","11","5",1:37.729,"97729","2021","1","3",Bahrain International Circuit,4,"4","6","1",Finished,LEC,LEC,"11",SOFT,14,"0",1,20.5,27.6,54.6,1014.9,0,0.9,11
"1052","844","12","6",1:40.477,"100477","2021","1","3",Bahrain International Circuit,4,"4","6","1",Finished,LEC,LEC,"12",SOFT,15,"0",1,20.5,27.6,54.6,1014.9,0,0.9,11
"1052","844","13","14",1:56.773,"116773","2021","1","3",Bahrain International Circuit,4,"4","6","1",Finished,LEC,LEC,"13",MEDIUM,1,"1",2,20.5,27.6,54.6,1014.9,0,0.9,11
"1052","844","14","9",1:35.552,"95552","2021","1","3",Bahrain International Circuit,4,"4","6","1",Finished,LEC,LEC,"14",MEDIUM,2,"1",2,20.5,27.6,54.6,1014.9,0,0.9,11
"1052","844","15","9",1:35.955,"95955","2021","1","3",Bahrain International Circuit,4,"4","6","1",Finished,LEC,LEC,"15",MEDIUM,3,"1",2,20.5,27.6,54.6,1014.9,0,0.9,11
"1052","844","16","6",1:36.415,"96415","2021","1","3",Bahrain International Circuit,4,"4","6","1",Finished,LEC,LEC,"16",MEDIUM,4,"1",2,20.5,27.6,54.6,1014.9,0,0.9,11
